Indicator Name,Geography,Region,Year,Category,Subcategory,Numerator,Denominator,Rate,Lower 95% Confidence Limit,Upper 95% Confidence Limit,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Sepsis/Infection,71,226,31.4,25.7,37.7,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Covid-19,53,226,23.5,18.4,29.4,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Other infection,18,226,8,5.1,12.2,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Hemorrhage,37,226,16.4,12.1,21.8,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Hypertensive disorders,11,226,4.9,2.7,8.5,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Pulmonary embolism,21,226,9.3,6.2,13.8,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Amniotic fluid embolism,16,226,7.1,4.4,11.2,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Cerebrovascular accident, ,226, , ,,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Anesthesia complications, ,226, , ,,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Other,19,226,8.4,5.4,12.8,
Percent Pregnancy-Related Mortality,California,,2019-2021,Cause of Death,Undetermined, ,226, , ,,
Percent Pregnancy-Related Mortality,California,,2019-2021,Timing to Death,Pregnant - <20 weeks,17,226,7.5,4.7,11.7,
Percent Pregnancy-Related Mortality,California,,2019-2021,Timing to Death,Pregnant - 20+ weeks,20,226,8.8,5.8,13.3,
Percent Pregnancy-Related Mortality,California,,2019-2021,Timing to Death,Day of delivery,51,226,22.6,17.6,28.4,
Percent Pregnancy-Related Mortality,California,,2019-2021,Timing to Death,1-6 days,51,226,22.6,17.6,28.4,
Percent Pregnancy-Related Mortality,California,,2019-2021,Timing to Death,7-42 days,62,226,27.4,22,33.6,
Percent Pregnancy-Related Mortality,California,,2019-2021,Timing to Death,43-365 days,25,226,11.1,7.6,15.8,
Pregnancy-Related Mortality Ratio,California,,2009-2013,Total Population,Total population,328,2536956,12.9,11.5,14.3,
Pregnancy-Related Mortality Ratio,San Joaquin,,2009-2013,Total Population,Total population,10,51721,19.3,9.3,35.6,
Pregnancy-Related Mortality Ratio,Alameda,,2011-2015,Total Population,Total population,10,96899,10.3,4.9,19,
Pregnancy-Related Mortality Ratio,Sacramento,,2012-2016,Total Population,Total population,10,97893,10.2,4.9,18.8,
Pregnancy-Related Mortality Ratio,Kern,,2014-2018,Total Population,Total population,10,67912,14.7,7.1,27.1,
Pregnancy-Related Mortality Ratio,Kern,,2015-2019,Total Population,Total population,10,66485,15,7.2,27.7,
Pregnancy-Related Mortality Ratio,San Joaquin,,2016-2020,Total Population,Total population,10,49828,20.1,9.6,36.9,
Pregnancy-Related Mortality Ratio,Santa Clara,,2016-2020,Total Population,Total population,10,107060,9.3,4.5,17.2,
Pregnancy-Related Mortality Ratio,Fresno,,2011-2015,Total Population,Total population,11,79004,13.9,7,24.9,
Pregnancy-Related Mortality Ratio,Riverside,,2012-2016,Total Population,Total population,11,151708,7.3,3.6,13,
Pregnancy-Related Mortality Ratio,Kern,,2013-2017,Total Population,Total population,11,69176,15.9,7.9,28.5,
Pregnancy-Related Mortality Ratio,Fresno,,2014-2018,Total Population,Total population,11,75252,14.6,7.3,26.2,
Pregnancy-Related Mortality Ratio,Kern,,2016-2020,Total Population,Total population,11,65065,16.9,8.4,30.2,
Pregnancy-Related Mortality Ratio,Alameda,,2009-2013,Total Population,Total population,12,97422,12.3,6.4,21.5,
Pregnancy-Related Mortality Ratio,Fresno,,2010-2014,Total Population,Total population,12,79922,15,7.8,26.2,
Pregnancy-Related Mortality Ratio,Alameda,,2012-2016,Total Population,Total population,12,97473,12.3,6.4,21.5,
Pregnancy-Related Mortality Ratio,Fresno,,2015-2019,Total Population,Total population,12,73507,16.3,8.4,28.5,
Pregnancy-Related Mortality Ratio,Riverside,,2011-2015,Total Population,Total population,13,151636,8.6,4.6,14.7,
Pregnancy-Related Mortality Ratio,Santa Clara,,2011-2015,Total Population,Total population,13,118408,11,5.8,18.8,
Pregnancy-Related Mortality Ratio,Kern,,2012-2016,Total Population,Total population,13,70404,18.5,9.8,31.6,
Pregnancy-Related Mortality Ratio,Fresno,,2016-2020,Total Population,Total population,13,71972,18.1,9.6,30.9,
Pregnancy-Related Mortality Ratio,Kern,,2011-2015,Total Population,Total population,14,70958,19.7,10.8,33.1,
Pregnancy-Related Mortality Ratio,Santa Clara,,2012-2016,Total Population,Total population,14,117800,11.9,6.5,19.9,
Pregnancy-Related Mortality Ratio,Alameda,,2013-2017,Total Population,Total population,14,96819,14.5,7.9,24.3,
Pregnancy-Related Mortality Ratio,Santa Clara,,2013-2017,Total Population,Total population,14,115629,12.1,6.6,20.3,
Pregnancy-Related Mortality Ratio,Fresno,,2009-2013,Total Population,Total population,15,80399,18.7,10.4,30.8,
Pregnancy-Related Mortality Ratio,Riverside,,2010-2014,Total Population,Total population,15,151786,9.9,5.5,16.3,
Pregnancy-Related Mortality Ratio,Sacramento,,2013-2017,Total Population,Total population,15,97481,15.4,8.6,25.4,
Pregnancy-Related Mortality Ratio,Riverside,,2014-2018,Total Population,Total population,15,150022,10,5.6,16.5,
Pregnancy-Related Mortality Ratio,Sacramento,,2014-2018,Total Population,Total population,16,97175,16.5,9.4,26.7,
Pregnancy-Related Mortality Ratio,Santa Clara,,2015-2019,Total Population,Total population,16,110944,14.4,8.2,23.4,
Pregnancy-Related Mortality Ratio,Kern,,2009-2013,Total Population,Total population,17,72233,23.5,13.7,37.7,
Pregnancy-Related Mortality Ratio,Alameda,,2014-2018,Total Population,Total population,17,95799,17.7,10.3,28.4,
Pregnancy-Related Mortality Ratio,Santa Clara,,2014-2018,Total Population,Total population,17,113603,15,8.7,24,
Pregnancy-Related Mortality Ratio,Alameda,,2015-2019,Total Population,Total population,17,94339,18,10.5,28.9,
Pregnancy-Related Mortality Ratio,Sacramento,,2015-2019,Total Population,Total population,17,96276,17.7,10.3,28.3,
Pregnancy-Related Mortality Ratio,Riverside,,2009-2013,Total Population,Total population,18,153116,11.8,7,18.6,
Pregnancy-Related Mortality Ratio,Kern,,2010-2014,Total Population,Total population,18,71605,25.1,14.9,39.7,
Pregnancy-Related Mortality Ratio,San Diego,,2010-2014,Total Population,Total population,18,221073,8.1,4.8,12.9,
Pregnancy-Related Mortality Ratio,Orange,,2013-2017,Total Population,Total population,18,189003,9.5,5.6,15.1,
Pregnancy-Related Mortality Ratio,San Bernardino,,2015-2019,Total Population,Total population,18,149087,12.1,7.2,19.1,
Pregnancy-Related Mortality Ratio,San Diego,,2009-2013,Total Population,Total population,19,221437,8.6,5.2,13.4,
Pregnancy-Related Mortality Ratio,San Bernardino,,2011-2015,Total Population,Total population,19,153390,12.4,7.5,19.3,
Pregnancy-Related Mortality Ratio,Orange,,2012-2016,Total Population,Total population,19,189794,10,6,15.6,
Pregnancy-Related Mortality Ratio,Riverside,,2015-2019,Total Population,Total population,19,148006,12.8,7.7,20,
Pregnancy-Related Mortality Ratio,Alameda,,2016-2020,Total Population,Total population,19,92199,20.6,12.4,32.2,
Pregnancy-Related Mortality Ratio,Sacramento,,2016-2020,Total Population,Total population,19,94841,20,12.1,31.3,
Pregnancy-Related Mortality Ratio,San Diego,,2016-2020,Total Population,Total population,19,199897,9.5,5.7,14.8,
Pregnancy-Related Mortality Ratio,Orange,,2011-2015,Total Population,Total population,20,189773,10.5,6.4,16.3,
Pregnancy-Related Mortality Ratio,Orange,,2014-2018,Total Population,Total population,20,187394,10.7,6.5,16.5,
Pregnancy-Related Mortality Ratio,San Bernardino,,2016-2020,Total Population,Total population,20,145246,13.8,8.4,21.3,
Pregnancy-Related Mortality Ratio,Orange,,2010-2014,Total Population,Total population,21,190389,11,6.8,16.9,
Pregnancy-Related Mortality Ratio,San Bernardino,,2010-2014,Total Population,Total population,21,154138,13.6,8.4,20.8,
Pregnancy-Related Mortality Ratio,Orange,,2016-2020,Total Population,Total population,21,176992,11.9,7.3,18.1,
Pregnancy-Related Mortality Ratio,Riverside,,2016-2020,Total Population,Total population,21,144646,14.5,9,22.2,
Pregnancy-Related Mortality Ratio,San Diego,,2011-2015,Total Population,Total population,22,220195,10,6.3,15.1,
Pregnancy-Related Mortality Ratio,San Diego,,2013-2017,Total Population,Total population,22,216175,10.2,6.4,15.4,
Pregnancy-Related Mortality Ratio,Orange,,2015-2019,Total Population,Total population,22,183692,12,7.5,18.1,
Pregnancy-Related Mortality Ratio,Orange,,2009-2013,Total Population,Total population,23,192210,12,7.6,18,
Pregnancy-Related Mortality Ratio,California,,2010-2014,Total Population,Total population,296,2513155,11.8,10.4,13.1,
Pregnancy-Related Mortality Ratio,San Bernardino,,2009-2013,Total Population,Total population,23,154816,14.9,9.4,22.3,
Pregnancy-Related Mortality Ratio,San Bernardino,,2012-2016,Total Population,Total population,23,153931,14.9,9.5,22.4,
Pregnancy-Related Mortality Ratio,San Diego,,2012-2016,Total Population,Total population,23,219315,10.5,6.6,15.7,
Pregnancy-Related Mortality Ratio,San Bernardino,,2014-2018,Total Population,Total population,24,151706,15.8,10.1,23.5,
Pregnancy-Related Mortality Ratio,San Diego,,2015-2019,Total Population,Total population,24,206591,11.6,7.4,17.3,
Pregnancy-Related Mortality Ratio,San Bernardino,,2013-2017,Total Population,Total population,25,152948,16.3,10.6,24.1,
Pregnancy-Related Mortality Ratio,San Diego,,2014-2018,Total Population,Total population,25,212542,11.8,7.6,17.4,
Pregnancy-Related Mortality Ratio,Los Angeles,,2015-2019,Total Population,Total population,83,581392,14.3,11.4,17.7,
Pregnancy-Related Mortality Ratio,Los Angeles,,2012-2016,Total Population,Total population,85,637750,13.3,10.6,16.5,
Pregnancy-Related Mortality Ratio,Los Angeles,,2013-2017,Total Population,Total population,88,622903,14.1,11.3,17.4,
Pregnancy-Related Mortality Ratio,Los Angeles,,2011-2015,Total Population,Total population,89,645122,13.8,11.1,17,
Pregnancy-Related Mortality Ratio,Los Angeles,,2014-2018,Total Population,Total population,90,604556,14.9,12,18.3,
Pregnancy-Related Mortality Ratio,Los Angeles,,2016-2020,Total Population,Total population,90,554722,16.2,13,19.9,
Pregnancy-Related Mortality Ratio,Los Angeles,,2010-2014,Total Population,Total population,93,653842,14.2,11.5,17.4,.
Pregnancy-Related Mortality Ratio,Los Angeles,,2009-2013,Total Population,Total population,100,663371,15.1,12.1,18,
Pregnancy-Related Mortality Ratio,Alpine,,2009-2013,Total Population,Total population,0,27,0,0,0,
Pregnancy-Related Mortality Ratio,Amador,,2009-2013,Total Population,Total population,0,1382,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2009-2013,Total Population,Total population,0,12097,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2009-2013,Total Population,Total population,0,1694,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2009-2013,Total Population,Total population,0,1628,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2009-2013,Total Population,Total population,0,61299,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2009-2013,Total Population,Total population,0,1659,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2009-2013,Total Population,Total population,0,8012,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2009-2013,Total Population,Total population,0,2016,0,0,0,
Pregnancy-Related Mortality Ratio,Humboldt,,2009-2013,Total Population,Total population,0,7583,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2009-2013,Total Population,Total population,0,15401,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2009-2013,Total Population,Total population,0,1093,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2009-2013,Total Population,Total population,0,12467,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2009-2013,Total Population,Total population,0,3659,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2009-2013,Total Population,Total population,0,1539,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2009-2013,Total Population,Total population,0,11797,0,0,0,
Pregnancy-Related Mortality Ratio,Marin,,2009-2013,Total Population,Total population,0,11874,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2009-2013,Total Population,Total population,0,727,0,0,0,
Pregnancy-Related Mortality Ratio,Mendocino,,2009-2013,Total Population,Total population,0,5387,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2009-2013,Total Population,Total population,0,21408,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2009-2013,Total Population,Total population,0,430,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2009-2013,Total Population,Total population,0,727,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2009-2013,Total Population,Total population,0,33845,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2009-2013,Total Population,Total population,0,7630,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2009-2013,Total Population,Total population,0,3938,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2009-2013,Total Population,Total population,0,18792,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2009-2013,Total Population,Total population,0,792,0,0,0,
Pregnancy-Related Mortality Ratio,Sacramento,,2009-2013,Total Population,Total population,0,99464,0,0,0,
Pregnancy-Related Mortality Ratio,San Benito,,2009-2013,Total Population,Total population,0,3712,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2009-2013,Total Population,Total population,0,44297,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2009-2013,Total Population,Total population,0,13212,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2009-2013,Total Population,Total population,0,45695,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2009-2013,Total Population,Total population,0,28998,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Clara,,2009-2013,Total Population,Total population,0,120392,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2009-2013,Total Population,Total population,0,15674,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2009-2013,Total Population,Total population,0,10476,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2009-2013,Total Population,Total population,0,100,0,0,0,
Pregnancy-Related Mortality Ratio,Siskiyou,,2009-2013,Total Population,Total population,0,2327,0,0,0,
Pregnancy-Related Mortality Ratio,Solano,,2009-2013,Total Population,Total population,0,25913,0,0,0,
Pregnancy-Related Mortality Ratio,Sonoma,,2009-2013,Total Population,Total population,0,26350,0,0,0,
Pregnancy-Related Mortality Ratio,Stanislaus,,2009-2013,Total Population,Total population,0,38653,0,0,0,
Pregnancy-Related Mortality Ratio,Sutter,,2009-2013,Total Population,Total population,0,6662,0,0,0,
Pregnancy-Related Mortality Ratio,Tehama,,2009-2013,Total Population,Total population,0,3829,0,0,0,
Pregnancy-Related Mortality Ratio,California,,2011-2015,Total Population,Total population,290,2494965,11.6,10.3,13,
Pregnancy-Related Mortality Ratio,Trinity,,2009-2013,Total Population,Total population,0,571,0,0,0,
Pregnancy-Related Mortality Ratio,Tulare,,2009-2013,Total Population,Total population,0,40134,0,0,0,
Pregnancy-Related Mortality Ratio,Tuolumne,,2009-2013,Total Population,Total population,0,2276,0,0,0,
Pregnancy-Related Mortality Ratio,Ventura,,2009-2013,Total Population,Total population,0,54238,0,0,0,
Pregnancy-Related Mortality Ratio,Yolo,,2009-2013,Total Population,Total population,0,12192,0,0,0,
Pregnancy-Related Mortality Ratio,Yuba,,2009-2013,Total Population,Total population,0,6163,0,0,0,
Pregnancy-Related Mortality Ratio,Alameda,,2010-2014,Total Population,Total population,0,96759,0,0,0,
Pregnancy-Related Mortality Ratio,Alpine,,2010-2014,Total Population,Total population,0,29,0,0,0,
Pregnancy-Related Mortality Ratio,Amador,,2010-2014,Total Population,Total population,0,1378,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2010-2014,Total Population,Total population,0,12140,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2010-2014,Total Population,Total population,0,1704,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2010-2014,Total Population,Total population,0,1552,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2010-2014,Total Population,Total population,0,61179,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2010-2014,Total Population,Total population,0,1650,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2010-2014,Total Population,Total population,0,7911,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2010-2014,Total Population,Total population,0,2008,0,0,0,
Pregnancy-Related Mortality Ratio,Humboldt,,2010-2014,Total Population,Total population,0,7515,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2010-2014,Total Population,Total population,0,15526,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2010-2014,Total Population,Total population,0,1080,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2010-2014,Total Population,Total population,0,12165,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2010-2014,Total Population,Total population,0,3681,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2010-2014,Total Population,Total population,0,1540,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2010-2014,Total Population,Total population,0,11720,0,0,0,
Pregnancy-Related Mortality Ratio,Marin,,2010-2014,Total Population,Total population,0,11782,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2010-2014,Total Population,Total population,0,710,0,0,0,
Pregnancy-Related Mortality Ratio,Mendocino,,2010-2014,Total Population,Total population,0,5307,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2010-2014,Total Population,Total population,0,21159,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2010-2014,Total Population,Total population,0,435,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2010-2014,Total Population,Total population,0,737,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2010-2014,Total Population,Total population,0,33235,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2010-2014,Total Population,Total population,0,7455,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2010-2014,Total Population,Total population,0,3997,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2010-2014,Total Population,Total population,0,18632,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2010-2014,Total Population,Total population,0,785,0,0,0,
Pregnancy-Related Mortality Ratio,Sacramento,,2010-2014,Total Population,Total population,0,98924,0,0,0,
Pregnancy-Related Mortality Ratio,San Benito,,2010-2014,Total Population,Total population,0,3657,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2010-2014,Total Population,Total population,0,44592,0,0,0,
Pregnancy-Related Mortality Ratio,San Joaquin,,2010-2014,Total Population,Total population,0,50944,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2010-2014,Total Population,Total population,0,13193,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2010-2014,Total Population,Total population,0,45341,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2010-2014,Total Population,Total population,0,28788,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Clara,,2010-2014,Total Population,Total population,0,118951,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2010-2014,Total Population,Total population,0,15420,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2010-2014,Total Population,Total population,0,10490,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2010-2014,Total Population,Total population,0,100,0,0,0,
Pregnancy-Related Mortality Ratio,Siskiyou,,2010-2014,Total Population,Total population,0,2301,0,0,0,
Pregnancy-Related Mortality Ratio,Solano,,2010-2014,Total Population,Total population,0,25772,0,0,0,
Pregnancy-Related Mortality Ratio,Sonoma,,2010-2014,Total Population,Total population,0,25742,0,0,0,
Pregnancy-Related Mortality Ratio,Stanislaus,,2010-2014,Total Population,Total population,0,38233,0,0,0,
Pregnancy-Related Mortality Ratio,Sutter,,2010-2014,Total Population,Total population,0,6546,0,0,0,
Pregnancy-Related Mortality Ratio,Tehama,,2010-2014,Total Population,Total population,0,3802,0,0,0,
Pregnancy-Related Mortality Ratio,Trinity,,2010-2014,Total Population,Total population,0,567,0,0,0,
Pregnancy-Related Mortality Ratio,Tulare,,2010-2014,Total Population,Total population,0,39390,0,0,0,
Pregnancy-Related Mortality Ratio,Tuolumne,,2010-2014,Total Population,Total population,0,2305,0,0,0,
Pregnancy-Related Mortality Ratio,Ventura,,2010-2014,Total Population,Total population,0,53356,0,0,0,
Pregnancy-Related Mortality Ratio,Yolo,,2010-2014,Total Population,Total population,0,12104,0,0,0,
Pregnancy-Related Mortality Ratio,Yuba,,2010-2014,Total Population,Total population,0,6111,0,0,0,
Pregnancy-Related Mortality Ratio,Alpine,,2011-2015,Total Population,Total population,0,28,0,0,0,
Pregnancy-Related Mortality Ratio,California,,2012-2016,Total Population,Total population,294,2481867,11.8,10.5,13.2,
Pregnancy-Related Mortality Ratio,Amador,,2011-2015,Total Population,Total population,0,1411,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2011-2015,Total Population,Total population,0,12128,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2011-2015,Total Population,Total population,0,1738,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2011-2015,Total Population,Total population,0,1512,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2011-2015,Total Population,Total population,0,61426,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2011-2015,Total Population,Total population,0,1578,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2011-2015,Total Population,Total population,0,7889,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2011-2015,Total Population,Total population,0,1950,0,0,0,
Pregnancy-Related Mortality Ratio,Humboldt,,2011-2015,Total Population,Total population,0,7410,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2011-2015,Total Population,Total population,0,15671,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2011-2015,Total Population,Total population,0,1091,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2011-2015,Total Population,Total population,0,11933,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2011-2015,Total Population,Total population,0,3684,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2011-2015,Total Population,Total population,0,1512,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2011-2015,Total Population,Total population,0,11511,0,0,0,
Pregnancy-Related Mortality Ratio,Marin,,2011-2015,Total Population,Total population,0,11702,0,0,0,
Pregnancy-Related Mortality Ratio,Mariposa,,2011-2015,Total Population,Total population,0,731,0,0,0,
Pregnancy-Related Mortality Ratio,Mendocino,,2011-2015,Total Population,Total population,0,5300,0,0,0,
Pregnancy-Related Mortality Ratio,Merced,,2011-2015,Total Population,Total population,0,21016,0,0,0,
Pregnancy-Related Mortality Ratio,Modoc,,2011-2015,Total Population,Total population,0,396,0,0,0,
Pregnancy-Related Mortality Ratio,Mono,,2011-2015,Total Population,Total population,0,738,0,0,0,
Pregnancy-Related Mortality Ratio,Monterey,,2011-2015,Total Population,Total population,0,32897,0,0,0,
Pregnancy-Related Mortality Ratio,Napa,,2011-2015,Total Population,Total population,0,7386,0,0,0,
Pregnancy-Related Mortality Ratio,Nevada,,2011-2015,Total Population,Total population,0,4080,0,0,0,
Pregnancy-Related Mortality Ratio,Placer,,2011-2015,Total Population,Total population,0,18556,0,0,0,
Pregnancy-Related Mortality Ratio,Plumas,,2011-2015,Total Population,Total population,0,778,0,0,0,
Pregnancy-Related Mortality Ratio,Sacramento,,2011-2015,Total Population,Total population,0,98299,0,0,0,
Pregnancy-Related Mortality Ratio,San Benito,,2011-2015,Total Population,Total population,0,3642,0,0,0,
Pregnancy-Related Mortality Ratio,San Francisco,,2011-2015,Total Population,Total population,0,44764,0,0,0,
Pregnancy-Related Mortality Ratio,San Joaquin,,2011-2015,Total Population,Total population,0,50337,0,0,0,
Pregnancy-Related Mortality Ratio,San Luis Obispo,,2011-2015,Total Population,Total population,0,13125,0,0,0,
Pregnancy-Related Mortality Ratio,San Mateo,,2011-2015,Total Population,Total population,0,45188,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Barbara,,2011-2015,Total Population,Total population,0,28642,0,0,0,
Pregnancy-Related Mortality Ratio,Santa Cruz,,2011-2015,Total Population,Total population,0,15071,0,0,0,
Pregnancy-Related Mortality Ratio,Shasta,,2011-2015,Total Population,Total population,0,10428,0,0,0,
Pregnancy-Related Mortality Ratio,Sierra,,2011-2015,Total Population,Total population,0,108,0,0,0,
Pregnancy-Related Mortality Ratio,Siskiyou,,2011-2015,Total Population,Total population,0,2333,0,0,0,
Pregnancy-Related Mortality Ratio,Solano,,2011-2015,Total Population,Total population,0,25857,0,0,0,
Pregnancy-Related Mortality Ratio,Sonoma,,2011-2015,Total Population,Total population,0,25367,0,0,0,
Pregnancy-Related Mortality Ratio,Stanislaus,,2011-2015,Total Population,Total population,0,38129,0,0,0,
Pregnancy-Related Mortality Ratio,Sutter,,2011-2015,Total Population,Total population,0,6488,0,0,0,
Pregnancy-Related Mortality Ratio,Tehama,,2011-2015,Total Population,Total population,0,3863,0,0,0,
Pregnancy-Related Mortality Ratio,Trinity,,2011-2015,Total Population,Total population,0,562,0,0,0,
Pregnancy-Related Mortality Ratio,Tulare,,2011-2015,Total Population,Total population,0,38647,0,0,0,
Pregnancy-Related Mortality Ratio,Tuolumne,,2011-2015,Total Population,Total population,0,2284,0,0,0,
Pregnancy-Related Mortality Ratio,Ventura,,2011-2015,Total Population,Total population,0,52271,0,0,0,
Pregnancy-Related Mortality Ratio,Yolo,,2011-2015,Total Population,Total population,0,12080,0,0,0,
Pregnancy-Related Mortality Ratio,Yuba,,2011-2015,Total Population,Total population,0,6043,0,0,0,
Pregnancy-Related Mortality Ratio,Alpine,,2012-2016,Total Population,Total population,0,29,0,0,0,
Pregnancy-Related Mortality Ratio,Amador,,2012-2016,Total Population,Total population,0,1449,0,0,0,
Pregnancy-Related Mortality Ratio,Butte,,2012-2016,Total Population,Total population,0,12227,0,0,0,
Pregnancy-Related Mortality Ratio,Calaveras,,2012-2016,Total Population,Total population,0,1786,0,0,0,
Pregnancy-Related Mortality Ratio,Colusa,,2012-2016,Total Population,Total population,0,1526,0,0,0,
Pregnancy-Related Mortality Ratio,Contra Costa,,2012-2016,Total Population,Total population,0,61713,0,0,0,
Pregnancy-Related Mortality Ratio,Del Norte,,2012-2016,Total Population,Total population,0,1551,0,0,0,
Pregnancy-Related Mortality Ratio,El Dorado,,2012-2016,Total Population,Total population,0,7862,0,0,0,
Pregnancy-Related Mortality Ratio,Fresno,,2012-2016,Total Population,Total population,0,77981,0,0,0,
Pregnancy-Related Mortality Ratio,Glenn,,2012-2016,Total Population,Total population,0,1938,0,0,0,
Pregnancy-Related Mortality Ratio,California,,2013-2017,Total Population,Total population,308,2449885,12.6,11.2,14,
Pregnancy-Related Mortality Ratio,Humboldt,,2012-2016,Total Population,Total population,0,7453,0,0,0,
Pregnancy-Related Mortality Ratio,Imperial,,2012-2016,Total Population,Total population,0,15586,0,0,0,
Pregnancy-Related Mortality Ratio,Inyo,,2012-2016,Total Population,Total population,0,1060,0,0,0,
Pregnancy-Related Mortality Ratio,Kings,,2012-2016,Total Population,Total population,0,11616,0,0,0,
Pregnancy-Related Mortality Ratio,Lake,,2012-2016,Total Population,Total population,0,3718,0,0,0,
Pregnancy-Related Mortality Ratio,Lassen,,2012-2016,Total Population,Total population,0,1518,0,0,0,
Pregnancy-Related Mortality Ratio,Madera,,2012-2016,Total Population,Total population,0,11465,0,0,0,
